FIPS,County/Equivalent,Federal District Court,Public Attorney Search,State
22073,"Ouachita Parish, LA",Western District of Louisiana,No,Louisiana
22075,"Plaquemines Parish, LA",Eastern District of Louisiana,No,Louisiana
22077,"Pointe Coupee Parish, LA",Middle District of Louisiana,No,Louisiana
22079,"Rapides Parish, LA",Western District of Louisiana,No,Louisiana
22081,"Red River Parish, LA",Western District of Louisiana,No,Louisiana
22083,"Richland Parish, LA",Western District of Louisiana,No,Louisiana
22085,"Sabine Parish, LA",Western District of Louisiana,No,Louisiana
22087,"St. Bernard Parish, LA",Eastern District of Louisiana,No,Louisiana
22089,"St. Charles Parish, LA",Eastern District of Louisiana,No,Louisiana
22091,"St. Helena Parish, LA",Middle District of Louisiana,No,Louisiana
22093,"St. James Parish, LA",Eastern District of Louisiana,No,Louisiana
22095,"St. John the Baptist Parish, LA",Eastern District of Louisiana,No,Louisiana
22097,"St. Landry Parish, LA",Western District of Louisiana,No,Louisiana
22099,"St. Martin Parish, LA",Western District of Louisiana,No,Louisiana
22101,"St. Mary Parish, LA",Western District of Louisiana,No,Louisiana
22103,"St. Tammany Parish, LA",Eastern District of Louisiana,No,Louisiana
22105,"Tangipahoa Parish, LA",Eastern District of Louisiana,No,Louisiana
22107,"Tensas Parish, LA",Western District of Louisiana,No,Louisiana
22109,"Terrebonne Parish, LA",Eastern District of Louisiana,No,Louisiana
22111,"Union Parish, LA",Western District of Louisiana,No,Louisiana
22113,"Vermilion Parish, LA",Western District of Louisiana,No,Louisiana
22115,"Vernon Parish, LA",Western District of Louisiana,No,Louisiana
22117,"Washington Parish, LA",Eastern District of Louisiana,No,Louisiana
22119,"Webster Parish, LA",Western District of Louisiana,No,Louisiana
22121,"West Baton Rouge Parish, LA",Middle District of Louisiana,No,Louisiana
22123,"West Carroll Parish, LA",Western District of Louisiana,No,Louisiana
22125,"West Feliciana Parish, LA",Middle District of Louisiana,No,Louisiana
22127,"Winn Parish, LA",Western District of Louisiana,No,Louisiana
23001,"Androscoggin County, ME",District of Maine,No,Maine
23003,"Aroostook County, ME",District of Maine,No,Maine
23005,"Cumberland County, ME",District of Maine,No,Maine
23007,"Franklin County, ME",District of Maine,No,Maine
23009,"Hancock County, ME",District of Maine,No,Maine
23011,"Kennebec County, ME",District of Maine,No,Maine
23013,"Knox County, ME",District of Maine,No,Maine
23015,"Lincoln County, ME",District of Maine,No,Maine
23017,"Oxford County, ME",District of Maine,No,Maine
23019,"Penobscot County, ME",District of Maine,No,Maine
23021,"Piscataquis County, ME",District of Maine,No,Maine
23023,"Sagadahoc County, ME",District of Maine,No,Maine
23025,"Somerset County, ME",District of Maine,No,Maine
23027,"Waldo County, ME",District of Maine,No,Maine
23029,"Washington County, ME",District of Maine,No,Maine
23031,"York County, ME",District of Maine,No,Maine
24001,"Allegany County, MD",District of Maryland,Yes,Maryland
24003,"Anne Arundel County, MD",District of Maryland,Yes,Maryland
24005,"Baltimore County, MD",District of Maryland,Yes,Maryland
24009,"Calvert County, MD",District of Maryland,Yes,Maryland
24011,"Caroline County, MD",District of Maryland,Yes,Maryland
24013,"Carroll County, MD",District of Maryland,Yes,Maryland
24015,"Cecil County, MD",District of Maryland,Yes,Maryland
24017,"Charles County, MD",District of Maryland,Yes,Maryland
24019,"Dorchester County, MD",District of Maryland,Yes,Maryland
24021,"Frederick County, MD",District of Maryland,Yes,Maryland
24023,"Garrett County, MD",District of Maryland,Yes,Maryland
24025,"Harford County, MD",District of Maryland,Yes,Maryland
24027,"Howard County, MD",District of Maryland,Yes,Maryland
24029,"Kent County, MD",District of Maryland,Yes,Maryland
24031,"Montgomery County, MD",District of Maryland,Yes,Maryland
24033,"Prince George's County, MD",District of Maryland,Yes,Maryland
24035,"Queen Anne's County, MD",District of Maryland,Yes,Maryland
24037,"St. Mary's County, MD",District of Maryland,Yes,Maryland
24039,"Somerset County, MD",District of Maryland,Yes,Maryland
24041,"Talbot County, MD",District of Maryland,Yes,Maryland
24043,"Washington County, MD",District of Maryland,Yes,Maryland
24045,"Wicomico County, MD",District of Maryland,Yes,Maryland
24047,"Worcester County, MD",District of Maryland,Yes,Maryland
24510,"Baltimore city, MD",District of Maryland,Yes,Maryland
25001,"Barnstable County, MA",District of Massachusetts,Yes,Massachusetts
25003,"Berkshire County, MA",District of Massachusetts,Yes,Massachusetts
25005,"Bristol County, MA",District of Massachusetts,Yes,Massachusetts
25007,"Dukes County, MA",District of Massachusetts,Yes,Massachusetts
25009,"Essex County, MA",District of Massachusetts,Yes,Massachusetts
25011,"Franklin County, MA",District of Massachusetts,Yes,Massachusetts
25013,"Hampden County, MA",District of Massachusetts,Yes,Massachusetts
25015,"Hampshire County, MA",District of Massachusetts,Yes,Massachusetts
25017,"Middlesex County, MA",District of Massachusetts,Yes,Massachusetts
25019,"Nantucket County/town, MA",District of Massachusetts,Yes,Massachusetts
25021,"Norfolk County, MA",District of Massachusetts,Yes,Massachusetts
25023,"Plymouth County, MA",District of Massachusetts,Yes,Massachusetts
25025,"Suffolk County, MA",District of Massachusetts,Yes,Massachusetts
25027,"Worcester County, MA",District of Massachusetts,Yes,Massachusetts
26001,"Alcona County, MI",Eastern District of Michigan,Yes,Michigan
26003,"Alger County, MI",Western District of Michigan,No,Michigan
26005,"Allegan County, MI",Western District of Michigan,No,Michigan
26007,"Alpena County, MI",Eastern District of Michigan,Yes,Michigan
26009,"Antrim County, MI",Western District of Michigan,No,Michigan
26011,"Arenac County, MI",Eastern District of Michigan,Yes,Michigan
26013,"Baraga County, MI",Western District of Michigan,No,Michigan
26015,"Barry County, MI",Western District of Michigan,No,Michigan
26017,"Bay County, MI",Eastern District of Michigan,Yes,Michigan
26019,"Benzie County, MI",Western District of Michigan,No,Michigan
26021,"Berrien County, MI",Western District of Michigan,No,Michigan
26023,"Branch County, MI",Western District of Michigan,No,Michigan
26025,"Calhoun County, MI",Western District of Michigan,No,Michigan
26027,"Cass County, MI",Western District of Michigan,No,Michigan
26029,"Charlevoix County, MI",Western District of Michigan,No,Michigan
26031,"Cheboygan County, MI",Eastern District of Michigan,Yes,Michigan
26033,"Chippewa County, MI",Western District of Michigan,No,Michigan
26035,"Clare County, MI",Eastern District of Michigan,Yes,Michigan
26037,"Clinton County, MI",Western District of Michigan,No,Michigan
26039,"Crawford County, MI",Eastern District of Michigan,Yes,Michigan
26041,"Delta County, MI",Western District of Michigan,No,Michigan
26043,"Dickinson County, MI",Western District of Michigan,No,Michigan
26045,"Eaton County, MI",Western District of Michigan,No,Michigan
26047,"Emmet County, MI",Western District of Michigan,No,Michigan
26049,"Genesee County, MI",Eastern District of Michigan,Yes,Michigan
26051,"Gladwin County, MI",Eastern District of Michigan,Yes,Michigan
26053,"Gogebic County, MI",Western District of Michigan,No,Michigan
26055,"Grand Traverse County, MI",Western District of Michigan,No,Michigan
26057,"Gratiot County, MI",Eastern District of Michigan,Yes,Michigan
26059,"Hillsdale County, MI",Western District of Michigan,No,Michigan
26061,"Houghton County, MI",Western District of Michigan,No,Michigan
26063,"Huron County, MI",Eastern District of Michigan,Yes,Michigan
26065,"Ingham County, MI",Western District of Michigan,No,Michigan
26067,"Ionia County, MI",Western District of Michigan,No,Michigan
26069,"Iosco County, MI",Eastern District of Michigan,Yes,Michigan
26071,"Iron County, MI",Western District of Michigan,No,Michigan
26073,"Isabella County, MI",Eastern District of Michigan,Yes,Michigan
26075,"Jackson County, MI",Eastern District of Michigan,Yes,Michigan
26077,"Kalamazoo County, MI",Western District of Michigan,No,Michigan
26079,"Kalkaska County, MI",Western District of Michigan,No,Michigan
26081,"Kent County, MI",Western District of Michigan,No,Michigan
26083,"Keweenaw County, MI",Western District of Michigan,No,Michigan
26085,"Lake County, MI",Western District of Michigan,No,Michigan
26087,"Lapeer County, MI",Eastern District of Michigan,Yes,Michigan
26089,"Leelanau County, MI",Western District of Michigan,No,Michigan
26091,"Lenawee County, MI",Eastern District of Michigan,Yes,Michigan
26093,"Livingston County, MI",Eastern District of Michigan,Yes,Michigan
26095,"Luce County, MI",Western District of Michigan,No,Michigan
26097,"Mackinac County, MI",Western District of Michigan,No,Michigan
26099,"Macomb County, MI",Eastern District of Michigan,Yes,Michigan
26101,"Manistee County, MI",Western District of Michigan,No,Michigan
26103,"Marquette County, MI",Western District of Michigan,No,Michigan
26105,"Mason County, MI",Western District of Michigan,No,Michigan
26107,"Mecosta County, MI",Western District of Michigan,No,Michigan
26109,"Menominee County, MI",Western District of Michigan,No,Michigan
26111,"Midland County, MI",Eastern District of Michigan,Yes,Michigan
26113,"Missaukee County, MI",Western District of Michigan,No,Michigan
26115,"Monroe County, MI",Eastern District of Michigan,Yes,Michigan
26117,"Montcalm County, MI",Western District of Michigan,No,Michigan
26119,"Montmorency County, MI",Eastern District of Michigan,Yes,Michigan
26121,"Muskegon County, MI",Western District of Michigan,No,Michigan
26123,"Newaygo County, MI",Western District of Michigan,No,Michigan
26125,"Oakland County, MI",Eastern District of Michigan,Yes,Michigan
26127,"Oceana County, MI",Western District of Michigan,No,Michigan
26129,"Ogemaw County, MI",Eastern District of Michigan,Yes,Michigan
26131,"Ontonagon County, MI",Western District of Michigan,No,Michigan
26133,"Osceola County, MI",Western District of Michigan,No,Michigan
26135,"Oscoda County, MI",Eastern District of Michigan,Yes,Michigan
26137,"Otsego County, MI",Eastern District of Michigan,Yes,Michigan
26139,"Ottawa County, MI",Western District of Michigan,No,Michigan
26141,"Presque Isle County, MI",Eastern District of Michigan,Yes,Michigan
26143,"Roscommon County, MI",Eastern District of Michigan,Yes,Michigan
26145,"Saginaw County, MI",Eastern District of Michigan,Yes,Michigan
26147,"St. Clair County, MI",Eastern District of Michigan,Yes,Michigan
26149,"St. Joseph County, MI",Western District of Michigan,No,Michigan
26151,"Sanilac County, MI",Eastern District of Michigan,Yes,Michigan
26153,"Schoolcraft County, MI",Western District of Michigan,No,Michigan
26155,"Shiawassee County, MI",Eastern District of Michigan,Yes,Michigan
26157,"Tuscola County, MI",Eastern District of Michigan,Yes,Michigan
26159,"Van Buren County, MI",Western District of Michigan,No,Michigan
26161,"Washtenaw County, MI",Eastern District of Michigan,Yes,Michigan
26163,"Wayne County, MI",Eastern District of Michigan,Yes,Michigan
26165,"Wexford County, MI",Western District of Michigan,No,Michigan
27001,"Aitkin County, MN",District of Minnesota,No,Minnesota
27003,"Anoka County, MN",District of Minnesota,No,Minnesota
27005,"Becker County, MN",District of Minnesota,No,Minnesota
27007,"Beltrami County, MN",District of Minnesota,No,Minnesota
27009,"Benton County, MN",District of Minnesota,No,Minnesota
27011,"Big Stone County, MN",District of Minnesota,No,Minnesota
27013,"Blue Earth County, MN",District of Minnesota,No,Minnesota
27015,"Brown County, MN",District of Minnesota,No,Minnesota
27017,"Carlton County, MN",District of Minnesota,No,Minnesota
27019,"Carver County, MN",District of Minnesota,No,Minnesota
27021,"Cass County, MN",District of Minnesota,No,Minnesota
27023,"Chippewa County, MN",District of Minnesota,No,Minnesota
27025,"Chisago County, MN",District of Minnesota,No,Minnesota
27027,"Clay County, MN",District of Minnesota,No,Minnesota
27029,"Clearwater County, MN",District of Minnesota,No,Minnesota
27031,"Cook County, MN",District of Minnesota,No,Minnesota
27033,"Cottonwood County, MN",District of Minnesota,No,Minnesota
27035,"Crow Wing County, MN",District of Minnesota,No,Minnesota
27037,"Dakota County, MN",District of Minnesota,No,Minnesota
27039,"Dodge County, MN",District of Minnesota,No,Minnesota
27041,"Douglas County, MN",District of Minnesota,No,Minnesota
27043,"Faribault County, MN",District of Minnesota,No,Minnesota
27045,"Fillmore County, MN",District of Minnesota,No,Minnesota
27047,"Freeborn County, MN",District of Minnesota,No,Minnesota
27049,"Goodhue County, MN",District of Minnesota,No,Minnesota
27051,"Grant County, MN",District of Minnesota,No,Minnesota
27053,"Hennepin County, MN",District of Minnesota,No,Minnesota
27055,"Houston County, MN",District of Minnesota,No,Minnesota
27057,"Hubbard County, MN",District of Minnesota,No,Minnesota
27059,"Isanti County, MN",District of Minnesota,No,Minnesota
27061,"Itasca County, MN",District of Minnesota,No,Minnesota
27063,"Jackson County, MN",District of Minnesota,No,Minnesota
27065,"Kanabec County, MN",District of Minnesota,No,Minnesota
27067,"Kandiyohi County, MN",District of Minnesota,No,Minnesota
27069,"Kittson County, MN",District of Minnesota,No,Minnesota
27071,"Koochiching County, MN",District of Minnesota,No,Minnesota
27073,"Lac qui Parle County, MN",District of Minnesota,No,Minnesota
27075,"Lake County, MN",District of Minnesota,No,Minnesota
27077,"Lake of the Woods County, MN",District of Minnesota,No,Minnesota
27079,"Le Sueur County, MN",District of Minnesota,No,Minnesota
27081,"Lincoln County, MN",District of Minnesota,No,Minnesota
27083,"Lyon County, MN",District of Minnesota,No,Minnesota
27085,"McLeod County, MN",District of Minnesota,No,Minnesota
27087,"Mahnomen County, MN",District of Minnesota,No,Minnesota
27089,"Marshall County, MN",District of Minnesota,No,Minnesota
27091,"Martin County, MN",District of Minnesota,No,Minnesota
27093,"Meeker County, MN",District of Minnesota,No,Minnesota
27095,"Mille Lacs County, MN",District of Minnesota,No,Minnesota
27097,"Morrison County, MN",District of Minnesota,No,Minnesota
27099,"Mower County, MN",District of Minnesota,No,Minnesota
27101,"Murray County, MN",District of Minnesota,No,Minnesota
27103,"Nicollet County, MN",District of Minnesota,No,Minnesota
27105,"Nobles County, MN",District of Minnesota,No,Minnesota
27107,"Norman County, MN",District of Minnesota,No,Minnesota
27109,"Olmsted County, MN",District of Minnesota,No,Minnesota
27111,"Otter Tail County, MN",District of Minnesota,No,Minnesota
27113,"Pennington County, MN",District of Minnesota,No,Minnesota
27115,"Pine County, MN",District of Minnesota,No,Minnesota
27117,"Pipestone County, MN",District of Minnesota,No,Minnesota
27119,"Polk County, MN",District of Minnesota,No,Minnesota
27121,"Pope County, MN",District of Minnesota,No,Minnesota
27123,"Ramsey County, MN",District of Minnesota,No,Minnesota
27125,"Red Lake County, MN",District of Minnesota,No,Minnesota
27127,"Redwood County, MN",District of Minnesota,No,Minnesota
27129,"Renville County, MN",District of Minnesota,No,Minnesota
27131,"Rice County, MN",District of Minnesota,No,Minnesota
27133,"Rock County, MN",District of Minnesota,No,Minnesota
27135,"Roseau County, MN",District of Minnesota,No,Minnesota
27137,"St. Louis County, MN",District of Minnesota,No,Minnesota
27139,"Scott County, MN",District of Minnesota,No,Minnesota
27141,"Sherburne County, MN",District of Minnesota,No,Minnesota
27143,"Sibley County, MN",District of Minnesota,No,Minnesota
27145,"Stearns County, MN",District of Minnesota,No,Minnesota
27147,"Steele County, MN",District of Minnesota,No,Minnesota
27149,"Stevens County, MN",District of Minnesota,No,Minnesota
27151,"Swift County, MN",District of Minnesota,No,Minnesota
27153,"Todd County, MN",District of Minnesota,No,Minnesota
27155,"Traverse County, MN",District of Minnesota,No,Minnesota
27157,"Wabasha County, MN",District of Minnesota,No,Minnesota
27159,"Wadena County, MN",District of Minnesota,No,Minnesota
27161,"Waseca County, MN",District of Minnesota,No,Minnesota
27163,"Washington County, MN",District of Minnesota,No,Minnesota
27165,"Watonwan County, MN",District of Minnesota,No,Minnesota
27167,"Wilkin County, MN",District of Minnesota,No,Minnesota
27169,"Winona County, MN",District of Minnesota,No,Minnesota
